"","folio","fecha_creacion","hora_creacion","dia_semana","fecha_cierre","hora_cierre","incidente_c4","delegacion_inicio","latitud","longitud","codigo_cierre","clas_con_f_alarma","tipo_entrada","delegacion_cierre","ano","mes"
"113","C5/210201/05257","01/02/2021",21:13:28,"Lunes","01/02/2021",21:30:54,"accidente-choque sin lesionados","TLALPAN",19.13010003,-99.17997012,"N","EMERGENCIA","LLAMADA DEL 911","TLALPAN",2021,2
"114","C5/210201/05260","01/02/2021",21:15:00,"Lunes","01/02/2021",21:51:29,"accidente-motociclista","TLAHUAC",19.29069999,-99.04089996,"D","URGENCIAS MEDICAS","RADIO","TLAHUAC",2021,2
"115","C5/210201/05287","01/02/2021",21:21:52,"Lunes","01/02/2021",21:26:47,"accidente-choque sin lesionados","IZTAPALAPA",19.37847996,-99.10404,"D","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"116","C5/210201/05453","01/02/2021",22:03:08,"Lunes","01/02/2021",22:06:38,"accidente-vehículo atrapado-varado","BENITO JUAREZ",19.4022,-99.16220988,"D","EMERGENCIA","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"117","C5/210201/05464","01/02/2021",22:02:52,"Lunes","01/02/2021",22:15:58,"accidente-choque sin lesionados","IZTAPALAPA",19.34381997,-99.03408984,"N","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"118","C5/210201/05471","01/02/2021",22:06:33,"Lunes","01/02/2021",22:09:16,"accidente-motociclista","TLAHUAC",19.29927996,-99.04173012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","TLAHUAC",2021,2
"119","C5/210201/05519","01/02/2021",22:17:59,"Lunes","01/02/2021",23:34:15,"accidente-choque sin lesionados","VENUSTIANO CARRANZA",19.45978002,-99.12202992,"D","EMERGENCIA","LLAMADA DEL 911","VENUSTIANO CARRANZA",2021,2
"120","C5/210201/05522","01/02/2021",22:17:42,"Lunes","01/02/2021",22:27:32,"accidente-volcadura","VENUSTIANO CARRANZA",19.450735,-99.096481,"D","EMERGENCIA","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"121","C5/210201/05523","01/02/2021",22:17:44,"Lunes","01/02/2021",22:28:10,"accidente-volcadura","VENUSTIANO CARRANZA",19.45028997,-99.09920988,"D","EMERGENCIA","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"122","C5/210201/05524","01/02/2021",22:18:21,"Lunes","01/02/2021",22:28:59,"accidente-volcadura","VENUSTIANO CARRANZA",19.45100997,-99.09740988,"D","EMERGENCIA","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"123","C5/210201/05526","01/02/2021",22:17:58,"Lunes","01/02/2021",22:27:51,"accidente-volcadura","VENUSTIANO CARRANZA",19.45000998,-99.10042992,"D","EMERGENCIA","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"124","C5/210201/05531","01/02/2021",22:18:07,"Lunes","01/02/2021",22:28:25,"accidente-volcadura","VENUSTIANO CARRANZA",19.451509,-99.10527,"D","EMERGENCIA","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"125","C5/210201/05541","01/02/2021",22:20:30,"Lunes","01/02/2021",22:30:57,"accidente-volcadura","VENUSTIANO CARRANZA",19.451353,-99.077835,"D","EMERGENCIA","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"126","C5/210201/05560","01/02/2021",22:27:54,"Lunes","01/02/2021",22:49:59,"accidente-choque sin lesionados","IZTAPALAPA",19.37824002,-99.10181016,"D","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"127","C5/210201/05563","01/02/2021",22:29:11,"Lunes","01/02/2021",22:34:24,"accidente-choque con lesionados","VENUSTIANO CARRANZA",19.44242001,-99.12124008,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","VENUSTIANO CARRANZA",2021,2
"128","C5/210201/05581","01/02/2021",22:33:06,"Lunes","01/02/2021",22:34:45,"accidente-choque con lesionados","VENUSTIANO CARRANZA",19.44242001,-99.12124008,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","VENUSTIANO CARRANZA",2021,2
"129","C5/210201/05585","01/02/2021",22:32:55,"Lunes","01/02/2021",22:52:06,"accidente-choque con lesionados","IZTAPALAPA",19.336779,-99.108971,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"130","C5/210201/05597","01/02/2021",22:37:14,"Lunes","01/02/2021",22:46:50,"accidente-choque sin lesionados","IZTAPALAPA",19.34535996,-98.99692992,"D","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"131","C5/210201/05606","01/02/2021",22:37:39,"Lunes","01/02/2021",23:24:03,"accidente-choque sin lesionados","IZTAPALAPA",19.388057,-99.040067,"A","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"132","C5/210201/05655","01/02/2021",22:47:27,"Lunes","01/02/2021",22:53:02,"accidente-choque sin lesionados","TLALPAN",19.29384999,-99.23483988,"D","EMERGENCIA","LLAMADA DEL 911","TLALPAN",2021,2
"133","C5/210201/05675","01/02/2021",22:54:49,"Lunes","01/02/2021",22:57:53,"accidente-choque sin lesionados","IZTAPALAPA",19.37862,-99.10513008,"D","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"134","C5/210201/05728","01/02/2021",23:07:48,"Lunes","01/02/2021",23:50:33,"accidente-choque sin lesionados","IZTAPALAPA",19.34381997,-99.03408984,"A","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"135","C5/210201/05742","01/02/2021",23:10:30,"Lunes","01/02/2021",23:18:59,"accidente-volcadura","GUSTAVO A. MADERO",19.50195996,-99.07337016,"D","EMERGENCIA","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"136","C5/210201/05748","01/02/2021",23:13:38,"Lunes","01/02/2021",23:29:35,"accidente-choque sin lesionados","IZTAPALAPA",19.34535996,-98.99692992,"D","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"137","C5/210201/05763","01/02/2021",23:15:26,"Lunes","01/02/2021",23:21:29,"accidente-choque sin lesionados","IZTAPALAPA",19.37852001,-99.10434996,"D","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"138","C5/210201/05780","01/02/2021",23:22:21,"Lunes","01/02/2021",23:26:35,"accidente-choque sin lesionados","IZTAPALAPA",19.37865996,-99.10548,"D","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"139","C5/210201/05782","01/02/2021",23:22:56,"Lunes","01/02/2021",23:26:31,"accidente-choque sin lesionados","TLALPAN",19.29456999,-99.22525992,"D","EMERGENCIA","LLAMADA DEL 911","TLALPAN",2021,2
"140","C5/210201/05786","01/02/2021",23:24:08,"Lunes","01/02/2021",23:32:02,"accidente-choque sin lesionados","MIGUEL HIDALGO",19.40218002,-99.23151996,"D","EMERGENCIA","LLAMADA APP911","MIGUEL HIDALGO",2021,2
"141","C5/210201/05807","01/02/2021",23:28:33,"Lunes","01/02/2021",23:30:27,"accidente-choque sin lesionados","IZTAPALAPA",19.31651001,-99.07589016,"N","EMERGENCIA","RADIO","IZTAPALAPA",2021,2
"142","C5/210201/05852","01/02/2021",23:44:35,"Lunes","01/02/2021",23:54:17,"accidente-choque sin lesionados","TLALPAN",19.29596004,-99.22536,"D","EMERGENCIA","LLAMADA DEL 911","TLALPAN",2021,2
"143","CH/210131/08209","31/01/2021",22:08:23,"Domingo","01/02/2021",01:09:25,"accidente-choque sin lesionados","CUAUHTEMOC",19.415559,-99.16528,"A","EMERGENCIA","BOTÓN DE AUXILIO","CUAUHTEMOC",2021,2
"144","CH/210131/08269","31/01/2021",22:18:00,"Domingo","01/02/2021",00:39:06,"lesionado-atropellado","CUAUHTEMOC",19.445443,-99.147552,"A","URGENCIAS MEDICAS","BOTÓN DE AUXILIO","CUAUHTEMOC",2021,2
"145","CH/210201/02207","01/02/2021",11:39:38,"Lunes","01/02/2021",11:42:47,"lesionado-atropellado","CUAUHTEMOC",19.442141,-99.150978,"D","URGENCIAS MEDICAS","BOTÓN DE AUXILIO","CUAUHTEMOC",2021,2
"146","AO/210201/04877","01/02/2021",19:57:40,"Lunes","01/02/2021",21:23:37,"lesionado-atropellado","MIGUEL HIDALGO",19.446672,-99.177105,"A","URGENCIAS MEDICAS","BOTÓN DE AUXILIO","MIGUEL HIDALGO",2021,2
"147","AO/210201/05778","01/02/2021",23:22:01,"Lunes","01/02/2021",23:27:49,"accidente-choque sin lesionados","MIGUEL HIDALGO",19.402387,-99.231725,"D","EMERGENCIA","BOTÓN DE AUXILIO","MIGUEL HIDALGO",2021,2
"148","BJ/210201/00904","01/02/2021",03:32:16,"Lunes","01/02/2021",03:42:05,"accidente-choque con lesionados","COYOACAN",19.337273,-99.11993,"D","URGENCIAS MEDICAS","BOTÓN DE AUXILIO","COYOACAN",2021,2
"149","BJ/210201/02567","01/02/2021",12:48:47,"Lunes","01/02/2021",12:54:43,"accidente-choque sin lesionados","BENITO JUAREZ",19.366828,-99.189696,"D","EMERGENCIA","BOTÓN DE AUXILIO","BENITO JUAREZ",2021,2
"150","BJ/210201/03101","01/02/2021",14:41:21,"Lunes","01/02/2021",23:28:15,"accidente-choque sin lesionados","BENITO JUAREZ",19.381839,-99.134457,"N","EMERGENCIA","BOTÓN DE AUXILIO","BENITO JUAREZ",2021,2
"151","BJ/210201/03599","01/02/2021",16:11:28,"Lunes","01/02/2021",16:17:02,"accidente-choque sin lesionados","BENITO JUAREZ",19.361013,-99.151665,"D","EMERGENCIA","BOTÓN DE AUXILIO","BENITO JUAREZ",2021,2
"152","C5/210131/07158","31/01/2021",19:48:01,"Domingo","01/02/2021",00:04:45,"lesionado-atropellado","IZTAPALAPA",19.33562997,-99.03660984,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"153","C5/210131/07669","31/01/2021",20:55:57,"Domingo","01/02/2021",00:57:43,"accidente-choque sin lesionados","ALVARO OBREGON",19.38464001,-99.2286,"A","EMERGENCIA","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"154","C5/210131/07754","31/01/2021",21:04:57,"Domingo","01/02/2021",03:16:39,"accidente-volcadura","BENITO JUAREZ",19.38491001,-99.19085004,"A","EMERGENCIA","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"155","C5/210131/08087","31/01/2021",21:50:06,"Domingo","01/02/2021",00:55:03,"accidente-choque sin lesionados","COYOACAN",19.31499,-99.14626008,"N","EMERGENCIA","LLAMADA DEL 911","COYOACAN",2021,2
"156","C5/210131/08328","31/01/2021",22:25:40,"Domingo","01/02/2021",00:13:10,"lesionado-atropellado","IZTACALCO",19.39744998,-99.06055992,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTACALCO",2021,2
"157","C5/210131/08329","31/01/2021",22:26:06,"Domingo","01/02/2021",00:52:49,"accidente-choque con lesionados","TLAHUAC",19.29806001,-99.02184012,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","TLAHUAC",2021,2
"158","C5/210131/08363","31/01/2021",22:30:33,"Domingo","01/02/2021",01:10:22,"accidente-choque sin lesionados","ALVARO OBREGON",19.344949,-99.202641,"A","EMERGENCIA","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"159","C5/210131/08581","31/01/2021",23:01:17,"Domingo","01/02/2021",01:33:38,"accidente-choque sin lesionados","IZTAPALAPA",19.37700999,-99.02098008,"A","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"160","C5/210131/08635","31/01/2021",23:09:56,"Domingo","01/02/2021",00:16:24,"accidente-choque sin lesionados","ALVARO OBREGON",19.33471998,-99.03072996,"A","EMERGENCIA","RADIO","ALVARO OBREGON",2021,2
"161","C5/210131/08706","31/01/2021",23:19:28,"Domingo","01/02/2021",00:00:40,"accidente-choque sin lesionados","XOCHIMILCO",19.29293001,-99.10605996,"D","EMERGENCIA","LLAMADA DEL 911","XOCHIMILCO",2021,2
"162","C5/210131/08711","31/01/2021",23:20:38,"Domingo","01/02/2021",00:02:56,"accidente-choque con lesionados","IZTAPALAPA",19.33377,-98.97662,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"163","C5/210201/00822","01/02/2021",03:00:27,"Lunes","01/02/2021",03:50:34,"accidente-choque sin lesionados","CUAJIMALPA",19.36183,-99.26735,"A","EMERGENCIA","LLAMADA DEL 911","CUAJIMALPA",2021,2
"164","C5/210201/00845","01/02/2021",03:08:01,"Lunes","01/02/2021",03:34:37,"accidente-choque con lesionados","TLAHUAC",19.299752,-99.045901,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","TLAHUAC",2021,2
"165","C5/210201/00872","01/02/2021",03:17:05,"Lunes","01/02/2021",03:26:09,"accidente-choque sin lesionados","XOCHIMILCO",19.50426999,-99.20612016,"N","EMERGENCIA","RADIO","AZCAPOTZALCO",2021,2
"166","C5/210201/00884","01/02/2021",03:22:45,"Lunes","01/02/2021",07:01:49,"accidente-otros","MIGUEL HIDALGO",19.47059001,-99.19054008,"A","EMERGENCIA","RADIO","AZCAPOTZALCO",2021,2
"167","C5/210201/00900","01/02/2021",03:30:42,"Lunes","01/02/2021",05:22:54,"accidente-choque con lesionados","COYOACAN",19.33751997,-99.12273984,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","COYOACAN",2021,2
"168","C5/210201/00903","01/02/2021",03:31:46,"Lunes","01/02/2021",03:35:55,"accidente-choque con lesionados","COYOACAN",19.33750998,-99.11990988,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","COYOACAN",2021,2
"169","C5/210201/00938","01/02/2021",03:47:11,"Lunes","01/02/2021",04:20:28,"accidente-choque con lesionados","MIGUEL HIDALGO",19.44803997,-99.18235008,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"170","C5/210201/01011","01/02/2021",04:23:47,"Lunes","01/02/2021",05:39:41,"accidente-choque con lesionados","BENITO JUAREZ",19.38756996,-99.13709988,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"171","C5/210201/01030","01/02/2021",04:32:56,"Lunes","01/02/2021",05:02:26,"accidente-choque sin lesionados","IZTAPALAPA",19.31712003,-99.06432984,"N","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"172","C5/210201/01039","01/02/2021",04:36:35,"Lunes","01/02/2021",04:41:13,"accidente-choque con lesionados","IZTAPALAPA",19.31740002,-99.06410016,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"173","C5/210201/01074","01/02/2021",04:56:27,"Lunes","01/02/2021",05:10:03,"accidente-choque con lesionados","COYOACAN",19.34193996,-99.14387004,"N","URGENCIAS MEDICAS","RADIO","COYOACAN",2021,2
"174","C5/210201/01233","01/02/2021",07:03:55,"Lunes","01/02/2021",07:15:06,"accidente-choque sin lesionados","CUAUHTEMOC",19.40329998,-99.13641984,"N","EMERGENCIA","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"175","C5/210201/01118","01/02/2021",05:40:23,"Lunes","01/02/2021",07:07:57,"accidente-vehiculo desbarrancado","CUAJIMALPA",19.316566,-99.325567,"N","EMERGENCIA","LLAMADA DEL 911","CUAJIMALPA",2021,2
"176","C5/210201/01129","01/02/2021",05:47:29,"Lunes","01/02/2021",06:07:58,"accidente-choque sin lesionados","BENITO JUAREZ",19.40248998,-99.13678992,"N","EMERGENCIA","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"177","C5/210201/01132","01/02/2021",05:49:07,"Lunes","01/02/2021",06:08:01,"accidente-choque con lesionados","IZTAPALAPA",19.36736001,-99.09699984,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"178","C5/210201/01137","01/02/2021",05:55:29,"Lunes","01/02/2021",07:34:12,"accidente-choque con lesionados","IZTAPALAPA",19.36134,-99.04044996,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"179","C5/210201/01168","01/02/2021",06:22:27,"Lunes","01/02/2021",06:25:49,"accidente-choque con lesionados","IZTAPALAPA",19.36134,-99.04044996,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"180","C5/210201/01192","01/02/2021",06:41:47,"Lunes","01/02/2021",07:09:00,"accidente-choque con lesionados","MIGUEL HIDALGO",19.47132999,-99.20655,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"181","C5/210201/01193","01/02/2021",06:41:44,"Lunes","01/02/2021",11:35:45,"accidente-choque sin lesionados","VENUSTIANO CARRANZA",19.41391998,-99.11775996,"A","EMERGENCIA","LLAMADA DEL 911","VENUSTIANO CARRANZA",2021,2
"182","C5/210201/01198","01/02/2021",06:45:32,"Lunes","01/02/2021",06:49:33,"accidente-choque con lesionados","IZTAPALAPA",19.36134,-99.04044996,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"183","C5/210201/01923","01/02/2021",10:41:41,"Lunes","01/02/2021",10:46:34,"accidente-motociclista","MIGUEL HIDALGO",19.41292998,-99.18978012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"184","C5/210201/01211","01/02/2021",06:52:20,"Lunes","01/02/2021",07:22:32,"accidente-choque sin lesionados","BENITO JUAREZ",19.400602,-99.137276,"N","EMERGENCIA","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"185","C5/210201/01219","01/02/2021",06:56:56,"Lunes","01/02/2021",07:40:52,"lesionado-atropellado","BENITO JUAREZ",19.37221002,-99.18757008,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"186","C5/210201/01224","01/02/2021",07:00:06,"Lunes","01/02/2021",08:54:27,"accidente-motociclista","IZTAPALAPA",19.36060002,-98.99678988,"A","URGENCIAS MEDICAS","RADIO","IZTAPALAPA",2021,2
"187","C5/210201/01230","01/02/2021",07:02:25,"Lunes","01/02/2021",07:13:46,"accidente-motociclista","MIGUEL HIDALGO",19.45134999,-99.17179992,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"188","C5/210201/01236","01/02/2021",07:06:15,"Lunes","01/02/2021",10:51:00,"accidente-choque sin lesionados","GUSTAVO A. MADERO",19.49777001,-99.09029016,"A","EMERGENCIA","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"189","C5/210201/03285","01/02/2021",15:16:59,"Lunes","01/02/2021",15:18:38,"accidente-choque sin lesionados","IZTACALCO",19.39771998,-99.12895992,"D","EMERGENCIA","LLAMADA DEL 911","IZTACALCO",2021,2
"190","C5/210201/01245","01/02/2021",07:09:48,"Lunes","01/02/2021",08:49:39,"lesionado-atropellado","CUAUHTEMOC",19.44784998,-99.16248996,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"191","C5/210201/01246","01/02/2021",07:10:09,"Lunes","01/02/2021",07:24:04,"accidente-choque sin lesionados","GUSTAVO A. MADERO",19.49777001,-99.09029016,"D","EMERGENCIA","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"192","C5/210201/01248","01/02/2021",07:10:26,"Lunes","01/02/2021",07:24:24,"accidente-choque sin lesionados","GUSTAVO A. MADERO",19.49777001,-99.09029016,"D","EMERGENCIA","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"193","C5/210201/01255","01/02/2021",07:13:17,"Lunes","01/02/2021",11:51:05,"accidente-choque con lesionados","IZTAPALAPA",19.37726001,-99.07776,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"194","C5/210201/01264","01/02/2021",07:19:40,"Lunes","01/02/2021",07:42:01,"accidente-choque con lesionados","MIGUEL HIDALGO",19.46241999,-99.21269016,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"195","C5/210201/01266","01/02/2021",07:20:08,"Lunes","01/02/2021",08:57:08,"accidente-motociclista","COYOACAN",19.35288999,-99.16360992,"A","URGENCIAS MEDICAS","RADIO","COYOACAN",2021,2
"196","C5/210201/01274","01/02/2021",07:23:11,"Lunes","01/02/2021",07:26:01,"accidente-choque con lesionados","IZTAPALAPA",19.37411001,-99.07872984,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"197","C5/210201/01294","01/02/2021",07:31:59,"Lunes","01/02/2021",07:34:41,"accidente-choque con lesionados","IZTAPALAPA",19.37726001,-99.07776,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"198","C5/210201/01401","01/02/2021",08:12:59,"Lunes","01/02/2021",08:31:56,"accidente-motociclista","IZTAPALAPA",19.378883,-99.109787,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"199","C5/210201/02630","01/02/2021",12:56:48,"Lunes","01/02/2021",13:00:39,"accidente-choque sin lesionados","BENITO JUAREZ",19.37598003,-99.18772992,"D","EMERGENCIA","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"200","C5/210201/02643","01/02/2021",12:57:53,"Lunes","01/02/2021",15:43:10,"accidente-choque sin lesionados","BENITO JUAREZ",19.37250999,-99.18721008,"A","EMERGENCIA","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"201","C5/210201/02644","01/02/2021",12:59:31,"Lunes","01/02/2021",13:06:21,"accidente-choque sin lesionados","BENITO JUAREZ",19.37261997,-99.18815004,"D","EMERGENCIA","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"202","C5/210201/02645","01/02/2021",13:00:57,"Lunes","01/02/2021",13:07:06,"accidente-choque sin lesionados","BENITO JUAREZ",19.36782,-99.18965988,"D","EMERGENCIA","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"203","C5/210201/02655","01/02/2021",13:02:51,"Lunes","01/02/2021",13:12:25,"accidente-choque sin lesionados","BENITO JUAREZ",19.376621,-99.187775,"D","EMERGENCIA","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"204","C5/210201/02742","01/02/2021",13:21:06,"Lunes","01/02/2021",14:04:56,"lesionado-atropellado","IZTAPALAPA",19.37276001,-99.04010004,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"205","C5/210201/02774","01/02/2021",13:32:26,"Lunes","01/02/2021",13:56:30,"accidente-choque con lesionados","ALVARO OBREGON",19.36231002,-99.23299992,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"206","C5/210201/02776","01/02/2021",13:33:39,"Lunes","01/02/2021",14:32:33,"accidente-choque con lesionados","CUAUHTEMOC",19.42561998,-99.16203996,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"207","C5/210201/02814","01/02/2021",13:40:41,"Lunes","01/02/2021",17:41:39,"accidente-choque sin lesionados","IZTAPALAPA",19.35017001,-99.07323984,"N","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"208","C5/210201/02840","01/02/2021",13:45:09,"Lunes","01/02/2021",20:49:47,"accidente-choque sin lesionados","IZTAPALAPA",19.35555003,-99.02117988,"A","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"209","C5/210201/02955","01/02/2021",14:11:15,"Lunes","01/02/2021",14:32:04,"accidente-motociclista","IZTAPALAPA",19.31849001,-99.07543008,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"210","C5/210201/02956","01/02/2021",14:11:58,"Lunes","01/02/2021",14:21:22,"lesionado-atropellado","IZTAPALAPA",19.31051997,-99.06977016,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"211","C5/210201/02935","01/02/2021",14:08:25,"Lunes","01/02/2021",19:50:10,"accidente-choque sin lesionados","IZTACALCO",19.39770999,-99.12913992,"A","EMERGENCIA","LLAMADA DEL 911","IZTACALCO",2021,2
"212","C5/210201/02939","01/02/2021",14:09:37,"Lunes","01/02/2021",18:44:44,"cadáver-accidente automovilístico","IZTAPALAPA",19.31049999,-99.06968016,"A","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"213","C5/210201/02940","01/02/2021",14:09:18,"Lunes","01/02/2021",14:16:16,"accidente-choque sin lesionados","IZTACALCO",19.39796001,-99.12894012,"D","EMERGENCIA","LLAMADA DEL 911","IZTACALCO",2021,2
"214","C5/210201/02943","01/02/2021",14:09:18,"Lunes","01/02/2021",14:11:47,"accidente-choque con lesionados","IZTAPALAPA",19.31049999,-99.06968016,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"215","C5/210201/02947","01/02/2021",14:09:44,"Lunes","01/02/2021",14:23:00,"accidente-motociclista","IZTAPALAPA",19.30845996,-99.06873012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"216","C5/210201/02951","01/02/2021",14:09:58,"Lunes","01/02/2021",14:22:47,"accidente-choque con lesionados","IZTAPALAPA",19.30845996,-99.06873012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"217","C5/210201/02958","01/02/2021",14:11:09,"Lunes","01/02/2021",14:21:01,"accidente-motociclista","IZTAPALAPA",19.31051997,-99.06977016,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"218","C5/210201/02959","01/02/2021",14:11:18,"Lunes","01/02/2021",14:21:46,"accidente-motociclista","IZTAPALAPA",19.31051997,-99.06977016,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
